7,1,1,25:39:26:01:39:26,6/26/2025 1:40:08 PM,500,675,True,False,False,False,False,0,-900,0,0,0,0,0,0,0,9,29.8756,123.5,3.5,127,30.0028638257645,8050,0.00372706382928752,268.307720447912,2,0,0,1350,675,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,3.5,False
7,1,2,25:39:26:01:39:26,6/26/2025 1:40:54 PM,500,675,True,False,False,False,False,1,-1000,0,0,0,0,0,0,0,10,27.55713,25.5,15.8,41.3,30.0004428874236,8368,0.00358513896838236,278.929215525279,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,3.8,True
