sessionID,latinRow,currentRoundNumber,sessionStartTime,now,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,indexArray,score,shotsFiredPerRound,shotsHitPerRound,headshotsHitPerRound,realoadCountPerRound,tacticalReloadCountPerRound,accuracy,roundKills,roundDeaths,distanceTravelledPerRound,delXCumilative,delYCumilative,totalDelXY,frametimeCumulativeRound,roundFrameCount,avgFT,avgFPS,perRoundAimSpikeCount,perRoundReloadSpikeCount,perRoundMouseMovementSpikeCount,spikeDurationCumulative,avgspikeDurationCumulative,perRoundEnemySpawnSpikeCount,degreeToShootXCumulative,degreeToTargetXCumulative,minAnlgeToEnemyCumulative,enemySizeCumulative,timeToTargetEnemyCumulative,timeToHitEnemyCumulative,timeToKillEnemyCumulative,degXShootAvg,degXTargetAvg,enemySizeOnSpawnAvg,aimDurationPerRound,isFiringDurationPerRound,qoeValue,acceptabilityValue
1,1,1,25:48:25:01:48:10,8/25/2025 1:48:44 AM,500,1,True,False,False,False,False,0,313,20,3,3,0,0,0.15,3,0,0.01042283,1921.296,750.6955,2671.992,30.0228923850227,3933,0.00763358565599357,131.000036557505,21,0,0,21,1,0,1812.599,580.7002,37.84826,16.61059,10.09617,26.23121,26.23121,604.1996,193.5667,5.536862,0,0,1.4,False
