sessionID,latinRow,currentRoundNumber,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,attributeScaleRadius,enemyMoveSpeed,predictableEnemyMovement,indexArray,time,roundTimer,mouseX,mouseY,playerX,playerY,playerZ,playerRot_w,playerRot_x,playerRot_y,playerRot_z,enemyPos_x,enemyPos_y,enemyPos_z,muzzlePos_x,muzzlePos_y,muzzlePos_z,isEnemyDead,distanceToPlayer,mouseMovedX,mouseMovedY,shotsFiredPerEvent,shotsHitPerEvent,shotsMissedPerEvent,durationOfEvent,durationOfEventIncludingSpikes,spikeCountPerEvent,angularDistanceFromEnemyOnStart,targetTimeOnEnemy
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:14 AM,20.06743,-0.4,0.1,1.380269,0.4949999,-5.624957,0.6809096,0,0.7323675,0,7.585174,1.812356,-8.969288,1.917443,0.5060999,-5.664127,False,7.170831,0.4,0.1,0,0,0,1.086846,1.086846,1,13.02325,0.02916601
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:15 AM,21.50426,0,0,1.380269,0.4949999,-5.624957,0.6809096,0,0.7323675,0,8.419543,1.935837,-5.280674,1.917443,0.5060999,-5.664127,False,7.193464,0,0,0,0,0,1.436842,1.436842,1,22.53743,0.004646195
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:16 AM,22.37742,0,0,1.380269,0.4949999,-5.624957,0.6809096,0,0.7323675,0,7.424806,1.849564,-2.849326,2.220733,2.035339,-5.396798,True,6.787886,0,0,1,1,0,0.8764588,0.8764588,1,17.13436,0.1402183
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:18 AM,24.59957,0,0,1.380269,0.4949999,-5.624957,0.6809095,0,0.7323676,0,8.424158,1.068531,-4.605833,1.917443,0.5060999,-5.664127,False,7.140303,0,0,0,0,0,2.218894,2.218894,1,27.90493,0
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:19 AM,25.65681,0,0,1.380269,0.4949999,-5.624957,0.6809095,0,0.7323676,0,8.055991,1.528333,-3.559356,1.917443,0.5060999,-5.664127,False,7.063976,0,0,0,0,0,1.057222,1.057222,1,8.284882,0
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:20 AM,26.55949,0,0,1.380269,0.4949999,-5.624957,0.6809093,0,0.7323678,0,4.329674,1.87702,0.6636119,1.884346,2.020331,-4.92085,True,7.082024,0,0,1,1,0,0.906112,0.906112,1,39.07494,0.1491368
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:22 AM,28.11758,0,0,1.380269,0.4949999,-5.624957,0.6809093,0,0.7323678,0,5.421099,1.624777,0.1927633,1.917443,0.5060999,-5.664127,False,7.172905,0,0,0,0,0,1.554688,1.554688,1,4.849416,0.0168658
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:23 AM,29.16804,0,0,1.380269,0.4949999,-5.624957,0.6809094,0,0.7323678,0,7.018108,3.033072,-2.076999,2.129969,2.161599,-5.305319,True,7.128468,0,0,1,1,0,1.053901,1.053901,1,23.3035,0.1687669
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:25 AM,31.64914,0,0,1.380269,0.4949999,-5.624957,0.6809095,0,0.7323676,0,7.997606,0.5047196,-6.07699,1.917443,0.5060999,-5.664127,False,6.632766,0,0,1,0,1,2.477673,2.477673,1,26.47588,0.08756902
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:26 AM,32.598,0,0,1.380269,0.4949999,-5.624957,0.6809095,0,0.7323676,0,8.355923,2.125092,-4.190526,1.917443,0.5060999,-5.664127,False,7.305788,0,0,0,0,0,0.9488544,0.9488544,1,33.91833,0.09761139
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:27 AM,33.59275,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,6.422532,0.7788405,-1.305301,2.151774,1.885827,-5.145437,True,6.64563,0,0,1,1,0,0.998161,0.998161,1,40.1928,0.2181364
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:29 AM,34.99937,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,7.308919,0.5532694,-1.956212,2.229417,1.858793,-5.275874,True,6.972229,0,0,1,1,0,1.406651,1.406651,1,17.24408,0.09027981
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:30 AM,35.89193,0.3,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,8.006004,0.5981835,-3.20679,1.917443,0.5060999,-5.664126,False,7.053974,0.3,0,0,0,0,0.8891008,0.8891008,1,12.71678,0
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:31 AM,37.00034,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,8.403522,3.124733,-4.950749,1.917443,0.5060999,-5.664126,False,7.529683,0,0,1,0,1,1.108407,1.108407,1,24.52422,0.0045419
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:33 AM,38.91315,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,7.519631,2.865466,-8.758263,1.917443,0.5060999,-5.664126,False,7.288929,0,0,0,0,0,1.912813,1.912813,1,25.47191,0.06975041
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:34 AM,39.71333,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,6.818767,1.680154,-9.660089,2.003408,1.999722,-6.240886,True,6.874892,0,0,1,1,0,0.8034406,0.8034406,1,17.86516,0.2230344
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:35 AM,41.37749,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,8.131927,0.549305,-4.267662,1.917443,0.5060999,-5.664126,False,6.88695,0,0,0,0,0,1.660895,1.660895,1,32.21703,0
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:36 AM,42.1611,0,0,1.380269,0.4949999,-5.624957,0.6809098,0,0.7323673,0,8.293808,1.231944,-4.886176,2.280552,1.934906,-5.66626,True,6.991846,0,0,2,1,1,0.7868237,0.7868237,1,10.25743,0.0648698
1,1,1,500,1,True,False,False,False,False,1,0.75,False,0,11/6/2025 5:53:38 AM,44.46442,0,0,1.380269,0.4949999,-5.624957,0.6809097,0,0.7323674,0,6.717873,0.5199626,-1.052275,1.917443,0.5060999,-5.664127,False,7.028518,0,0,1,0,1,2.300104,2.300104,1,32.56879,0.0275139
