sessionID,latinRow,currentRoundNumber,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,indexArray,time,roundTimer,mouseX,mouseY,playerX,playerY,playerZ,playerRot_w,playerRot_x,playerRot_y,playerRot_z,enemyPos_x,enemyPos_y,enemyPos_z,muzzlePos_x,muzzlePos_y,muzzlePos_z,isEnemyDead,distanceToPlayer,mouseMovedX,mouseMovedY,shotsFiredPerEvent,shotsHitPerEvent,shotsMissedPerEvent,durationOfEvent,durationOfEventIncludingSpikes,spikeCountPerEvent,angularDistanceFromEnemyOnStart,targetTimeOnEnemy
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:35 AM,10.7223,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,4.809461,2.927381,2.581895,1.945106,2.135895,-3.036567,True,7.527516,0,0,1,1,0,1.154577,1.154577,1,34.53327,0.1189192
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:37 AM,11.8874,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,4.154346,1.2,2.756582,1.449011,0.5060999,-3.161401,False,7.035412,0,0,0,0,0,1.160656,1.160656,0,6.062099,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:38 AM,13.134,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,-0.3059685,2.740189,3.03459,1.449011,0.5060999,-3.161401,False,7.312976,0,0,0,0,0,1.246601,1.246601,1,36.04566,0.06365819
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:39 AM,14.097,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,2.986137,2.741336,3.256922,1.761173,2.114573,-2.919301,True,7.470205,0,0,1,1,0,0.9700502,0.9700502,1,28.62176,0.1912167
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:39 AM,14.50193,0.1,0.4,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,1.591027,1.2,3.408973,1.449011,0.5060999,-3.161401,False,7.145234,0.1,0.4,0,0,0,0.3978919,0.3978919,0,28.62176,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:40 AM,15.42634,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,1.504776,1.183967,3.108202,1.586322,1.935126,-2.810816,True,6.843192,0,0,1,1,0,0.9310637,0.9310637,1,11.85608,0.1236354
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:42 AM,17.81791,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,1.178334,1.2,3.666667,1.549622,1.939917,-2.804918,True,7.405316,0,0,1,1,0,2.391666,2.391666,0,7.158873,0.1140496
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:43 AM,18.57417,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,1.796053,1.2,3.29145,1.624662,1.93926,-2.819163,True,7.035412,0,0,1,1,0,0.7563587,0.7563587,0,3.853621,0.08126979
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:43 AM,18.81532,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,4.00278,1.2,2.817991,1.449011,0.5060999,-3.161401,False,7.035413,0,0,0,0,0,0.2343081,0.2343081,0,20.7638,0
1,1,1,500,1,True,False,False,False,False,0,8/18/2025 10:21:44 AM,19.82403,0,0,1.450173,0.4949999,-3.7,0.9999994,0,-0.001078476,0,4.340706,2.56983,2.389239,1.449011,0.5060999,-3.161401,False,7.052584,0,0,0,0,0,1.008709,1.008709,1,27.60669,0.1336916
