sessionID,latinRow,currentRoundNumber,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,indexArray,roundTimer,time,mouseX,mouseY,playerX,playerY,playerZ,playerRot_w,playerRot_x,playerRot_y,playerRot_z,enemyPos_x,enemyPos_y,enemyPos_z,isHit,currentAccuracy,currentScore,missAngle,distanceToPlayer,currentLocalRadius,currentWorldRadius,neededLocalRadius,neededWorldRadius,extraRadiusWorld,currentMouseSpeed,avgMouseSpeed,isADS,enemyInView,timeTillLastKill,validMiss,isFirstShotAfterSpike,shotCountAfterSpike,postSpikeFirstShotHits,postSpikeFirstShotMisses,postSpikeFirstShotAccuracy,elapsedTimeFromLastSpike, elapsedTimeSinceLastEventIncludingSpike, elapsedTimeSinceLastEventExcludingSpike,horizontalMissAngle,verticalMissAngle,isEnemyInFront
1,1,1,500,1,True,False,False,False,False,0,0.879015,9/15/2025 12:52:02 PM,0,0,1.471943,0.4949999,-3.696586,0.9880665,0,-0.154028,0,-0.5708588,1.534487,3.086865,False,0,-1,1.833666,6.113158,0.5,0.105,1.448811,0.3042503,0.1992503,0,0,False,True,20.50679,True,True,1,0,1,0,0.8021368,0.8577474,0.8577474,-2.80121,-2.80121,True
1,1,1,500,1,True,False,False,False,False,0,1.375782,9/15/2025 12:52:03 PM,0,0,1.471934,0.4949999,-3.696589,0.9880757,0,-0.1539691,0,-0.5708588,1.534487,3.086865,False,0,-2,0.5725239,6.105299,0.5,0.105,0.7957204,0.1671013,0.06210129,0,0,False,True,21.00356,True,False,2,0,1,0,1.298853,1.354463,1.354463,-1.541293,-1.541293,True
1,1,1,500,1,True,False,False,False,False,0,1.950621,9/15/2025 12:52:03 PM,0,0,1.471934,0.4949999,-3.696589,0.9880757,0,-0.1539691,0,2.290883,2.628348,3.355293,False,0,-3,27.28103,6.297844,0.5,0.1050001,16.3626,3.436149,3.331149,0,0,False,True,21.5784,True,False,3,0,1,0,1.873602,0.0306187,0.0306187,28.22066,-28.22066,True
1,1,1,500,1,True,False,False,False,False,0,2.767094,9/15/2025 12:52:04 PM,0,0,1.471934,0.4949999,-3.696589,0.9880757,0,-0.1539691,0,2.294894,2.629881,3.355669,True,0,107,0,6.297906,0.5,0.105,0.3060255,0.06426536,0,0,0,False,True,0,True,True,1,1,1,0.5,0.573479,0,0,0.575053,-0.575053,True
1,1,1,500,1,True,False,False,False,False,0,4.367167,9/15/2025 12:52:06 PM,0,0,1.471934,0.4949999,-3.696589,0.9880756,0,-0.1539696,0,1.767202,1.384549,3.180099,True,0.2,217,0,5.899448,0.5,0.105,0.3153034,0.06621373,0,0,0,False,True,0,True,True,1,2,1,0.6666667,0.6856392,0,0,0.6318005,0.6318005,True
1,1,1,500,1,True,False,False,False,False,0,6.999784,9/15/2025 12:52:08 PM,0,0,1.471934,0.4949999,-3.696589,0.9880756,0,-0.15397,0,-4.564173,2.930515,-0.01837516,True,0.3333333,327,0,6.345808,0.5,0.105,0.3333861,0.07001109,0,0,0,False,True,0,True,True,1,3,1,0.75,0.8177384,0,0,-0.6218109,-0.6218109,True
1,1,1,500,1,True,False,False,False,False,0,9.200859,9/15/2025 12:52:10 PM,0,0,1.471934,0.4949999,-3.696589,0.9880755,0,-0.1539701,0,0.1087285,2.918874,3.053505,True,0.4285714,437,0,6.162881,0.5,0.105,0.2572247,0.05401719,0,0,0,False,True,0,True,True,1,4,1,0.8,0.7828463,0,0,-0.4937682,-0.4937682,True
1,1,1,500,1,True,False,False,False,False,0,10.79257,9/15/2025 12:52:12 PM,0,0,1.471934,0.4949999,-3.696589,0.9880755,0,-0.1539701,0,5.525603,3.031847,2.202697,True,0.5,547,0,6.460158,0.5,0.105,0.1552995,0.0326129,0,0,0,False,True,0,True,True,1,5,1,0.8333333,0.5580369,0,0,-0.2846186,-0.2846186,True
1,1,1,500,1,True,False,False,False,False,0,12.7767,9/15/2025 12:52:14 PM,0,0,1.471934,0.4949999,-3.696589,0.9880755,0,-0.1539703,0,-1.783453,1.852274,2.504085,True,0.5555556,657,0,6.062805,0.5,0.105,0.1246114,0.02616839,0,0,0,False,True,0,True,True,1,6,1,0.8571429,0.4613892,0,0,0.2430897,-0.2430897,True
1,1,1,500,1,True,False,False,False,False,0,15.08927,9/15/2025 12:52:16 PM,0,0,1.471934,0.4949999,-3.696589,0.9880755,0,-0.1539703,0,3.525177,1.923331,2.804997,False,0.6,656,0.499529,5.899245,0.5,0.105,0.7494712,0.157389,0.05238895,0,0,False,True,2.312414,True,True,1,6,2,0.75,0.82503,0.8762817,0.8762817,-1.501547,1.501547,True
