sessionID,latinRow,currentRoundNumber,sessionStartTime,now,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,attributeScaleRadius,enemyMoveSpeed,predictableEnemyMovement,indexArray,score,shotsFiredPerRound,shotsHitPerRound,headshotsHitPerRound,realoadCountPerRound,tacticalReloadCountPerRound,accuracy,roundKills,roundDeaths,distanceTravelledPerRound,delXCumilative,delYCumilative,totalDelXY,frametimeCumulativeRound,roundFrameCount,avgFT,avgFPS,perRoundAimSpikeCount,perRoundReloadSpikeCount,perRoundMouseMovementSpikeCount,spikeDurationCumulative,avgspikeDurationCumulative,perRoundEnemySpawnSpikeCount,degreeToShootXCumulative,degreeToTargetXCumulative,minAnlgeToEnemyCumulative,enemySizeCumulative,timeToTargetEnemyCumulative,timeToHitEnemyCumulative,timeToKillEnemyCumulative,degXShootAvg,degXTargetAvg,enemySizeOnSpawnAvg,aimDurationPerRound,isFiringDurationPerRound,qoeValue,acceptabilityValue
1,1,1,25:52:06:05:52:52,11/6/2025 5:53:41 AM,500,1,True,False,False,False,False,1,0.75,False,0,1055,41,12,12,0,0,0.2926829,12,0,0.1200734,1143.989,385.9037,1529.893,45.0007888013497,18006,0.00249921075204652,400.126319551535,35,0,0,36.186,1.03388573782785,0,1075.899,574.5997,157.7823,67.31713,20.50559,42.16093,42.16093,89.65829,47.8833,5.609761,0,0,5,False
