sessionID,latinRow,currentRoundNumber,sessionStartTime,now,roundFPS,spikeMagnitude,onAimSpikeEnabled,onEnemySpawnSpikeEnabled,onMouseSpikeEnabled,onReloadSpikeEnabled,attributeScalingEnabled,indexArray,score,shotsFiredPerRound,shotsHitPerRound,headshotsHitPerRound,realoadCountPerRound,tacticalReloadCountPerRound,accuracy,roundKills,roundDeaths,distanceTravelledPerRound,delXCumilative,delYCumilative,totalDelXY,frametimeCumulativeRound,roundFrameCount,avgFT,avgFPS,perRoundAimSpikeCount,perRoundReloadSpikeCount,perRoundMouseMovementSpikeCount,spikeDurationCumulative,avgspikeDurationCumulative,perRoundEnemySpawnSpikeCount,degreeToShootXCumulative,degreeToTargetXCumulative,minAnlgeToEnemyCumulative,enemySizeCumulative,timeToTargetEnemyCumulative,timeToHitEnemyCumulative,timeToKillEnemyCumulative,degXShootAvg,degXTargetAvg,enemySizeOnSpawnAvg,aimDurationPerRound,isFiringDurationPerRound,qoeValue,acceptabilityValue
1,1,1,25:11:06:11:11:41,8/6/2025 11:12:24 AM,500,1,True,False,False,False,False,0,324,9,3,3,0,0,0.3333333,3,0,0.005000234,242.5002,110.7998,353.3,30.0008899057284,10201,0.00294097538532775,340.023247045489,12,0,0,12,1,0,215.1998,107.6,46.36874,17.503,5.574027,26.24236,26.24236,71.73327,35.86665,5.834335,0,0,1.8,False
